 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	AIRMASS2	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_C4	rel_flux_T5	rel_flux_T6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_T10	rel_flux_T11	rel_flux_T12	rel_flux_T13	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_C4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_err_T10	rel_flux_err_T11	rel_flux_err_T12	rel_flux_err_T13	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_C4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	rel_flux_SNR_T10	rel_flux_SNR_T11	rel_flux_SNR_T12	rel_flux_SNR_T13	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Peak_T11	Mean_T11	Sky/Pixel_T11	FWHM_T11	Width_T11	X-Width_T11	Y-Width_T11	Angle_T11	Roundness_T11	X(IJ)_T12	Y(IJ)_T12	X(FITS)_T12	Y(FITS)_T12	RA_T12	DEC_T12	Source-Sky_T12	Source_Error_T12	Source_SNR_T12	Peak_T12	Mean_T12	Sky/Pixel_T12	FWHM_T12	Width_T12	X-Width_T12	Y-Width_T12	Angle_T12	Roundness_T12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Peak_T13	Mean_T13	Sky/Pixel_T13	FWHM_T13	Width_T13	X-Width_T13	Y-Width_T13	Angle_T13	Roundness_T13
1	elp1m006-fa07-20210304-0272-e91_out.fits	1.000000	0.000000	59278.860311	2459278.860311	2459278.859443	2459278.861519	2459278.862319	1.488483	1.486720	42.189714	NaN	150.072000	16.355153	31.619781	7.340371	14.000000	25.000000	38.000000	0.106445	0.231379	0.204304	0.127156	0.148589	0.087859	0.305127	0.282882	0.324486	0.201676	0.284472	0.213169	0.150688	0.000570	0.000794	0.000650	0.000648	0.000601	0.000555	0.000913	0.000875	0.000947	0.000648	0.000726	0.000658	0.000605	186.844886	291.301919	314.089283	196.111383	247.330301	158.216551	334.373263	323.437289	342.688584	311.312717	391.790456	323.995461	249.183146	2204257.122655	2901.376415	2420.517571	2440.021224	2421.017571	1656.478776	16.352008	31.577147	234632.885416	615.752160	1217.193368	192.765498	4993.973633	381.050852	1438.921408	2164.000000	6.972647	10.754914	11.058871	10.450958	358.762979	0.996804	3068.177738	2561.474400	3068.677738	1535.025600	16.346524	31.563654	414185.762999	1288.344500	321.486810	8262.817383	672.650118	1437.763308	6.703052	10.413974	10.501502	10.326445	330.528260	0.998938	1712.797597	2450.961384	1713.297597	1645.538616	16.358007	31.576270	450337.475574	1305.519912	344.948761	7628.499023	731.361585	1443.187229	7.439874	10.940244	11.381365	10.499123	8.328263	0.992938	1640.004007	2346.749291	1640.504007	1749.750709	16.358621	31.587586	248664.386857	1223.045572	203.315717	4785.336426	403.838432	1436.085099	7.500111	11.179764	11.536259	10.823270	14.174554	0.994759	2323.731964	3221.649642	2324.231964	874.850358	16.352857	31.492528	327527.473926	1252.111991	261.580015	7998.139160	531.914454	1438.099614	7.177537	10.690085	10.992690	10.387479	346.579174	0.995980	2439.029478	3680.572889	2439.529478	415.927111	16.351898	31.442763	193663.342698	1197.202327	161.763253	4616.738281	314.515085	1434.274497	6.679469	10.528381	10.917099	10.139662	350.041326	0.993848	2558.254453	984.963781	2558.754453	3111.536219	16.350784	31.734689	515335.769379	1324.744791	389.007583	8762.698242	836.920766	1428.542838	7.395347	10.865080	10.830657	10.899503	55.606486	0.999693	3471.787329	914.030311	3472.287329	3182.469689	16.343024	31.741864	486050.193164	1312.446179	370.339143	9268.998047	789.360111	1433.261044	6.796922	10.518559	10.330643	10.706476	85.293148	0.998689	761.271608	1139.900723	761.771608	2956.599277	16.366045	31.718598	540021.010256	1335.982539	404.212626	7913.924316	877.010338	1437.192227	8.497242	11.476536	11.732433	11.220639	32.573658	0.988753	297.834606	2699.056204	298.334606	1397.443796	16.370005	31.549824	444546.305156	1302.582419	341.280750	6857.399902	721.956550	1445.270414	7.986204	11.372777	12.055589	10.689965	18.148761	0.977961	1035.552020	3470.249908	1036.052020	626.250092	16.363772	31.466098	627048.908891	1371.235196	457.287642	10220.975586	1018.346259	1444.084639	7.365189	10.941740	11.629765	10.253715	4.037100	0.983993	557.409801	3850.363629	557.909801	246.136371	16.367828	31.425056	469879.459550	1311.772872	358.201842	7858.773926	763.098354	1449.200632	7.646047	10.981879	11.791107	10.172650	6.361457	0.977419	1202.360401	3560.718723	1202.860401	535.781277	16.362362	31.456245	332154.265854	1259.234036	263.774847	6113.164551	539.428503	1440.418842	7.265180	10.880359	11.606874	10.153844	357.919775	0.982230
2	elp1m006-fa07-20210304-0273-e91_out.fits	2.000000	0.000000	59278.862386	2459278.862386	2459278.861517	2459278.863594	2459278.864393	1.471137	1.469429	42.807092	NaN	150.063000	16.355157	31.619778	7.828682	14.000000	25.000000	38.000000	0.107524	0.234903	0.207630	0.128639	0.148070	0.090655	0.302014	0.283396	0.321051	0.204330	0.291603	0.219509	0.153637	0.000234	0.000352	0.000290	0.000269	0.000257	0.000225	0.000408	0.000392	0.000425	0.000289	0.000338	0.000297	0.000260	458.840009	667.579390	715.663233	478.158139	576.091888	403.260133	739.464749	722.132482	755.887394	708.023617	863.339431	738.843751	590.983790	5437991.031232	3172.336097	2420.534699	2440.273243	2421.034699	1656.226757	16.352009	31.577112	584713.031122	615.752160	1227.828855	476.217047	8799.015625	949.591522	1031.876053	2216.000000	7.516968	11.133756	11.347025	10.920488	3.097939	0.998516	3068.218533	2561.719475	3068.718533	1534.780525	16.346521	31.563643	1034412.998708	1397.649361	740.109092	15761.148438	1679.917775	1029.983230	7.218266	10.935304	11.068732	10.801875	348.385709	0.999295	1712.805712	2451.097130	1713.305712	1645.402870	16.358012	31.576214	1129092.309062	1433.612351	787.585506	15119.662109	1833.679818	1038.997824	7.826593	11.352735	11.667059	11.038411	13.543904	0.996138	1639.978481	2346.906804	1640.478481	1749.593196	16.358627	31.587530	619806.269058	1240.631391	499.589381	8603.166992	1006.583995	1031.308444	7.838002	11.376122	11.676513	11.075731	18.955850	0.995526	2323.690123	3221.978634	2324.190123	874.521366	16.352856	31.492434	805203.397039	1316.404157	611.668835	12283.208008	1307.674498	1030.899169	7.385668	11.026012	11.335362	10.716662	356.177934	0.996800	2439.012369	3680.869665	2439.512369	415.630335	16.351895	31.442652	492982.865323	1188.184611	414.904267	7923.113770	800.618978	1021.351843	7.345993	10.927773	11.315688	10.539857	355.436525	0.994842	2558.130621	985.258870	2558.630621	3111.241130	16.350791	31.734742	1261390.394728	1480.469630	852.020446	17133.164062	2048.535883	1031.304579	7.951891	11.238822	11.245930	11.231715	44.154924	0.998161	3471.954182	914.476932	3472.454182	3182.023068	16.343025	31.741947	1200801.801475	1458.671510	823.216052	17035.072266	1950.138188	1033.169321	7.463895	11.038142	10.892295	11.183989	66.910670	0.998544	761.385038	1140.254592	761.885038	2956.245408	16.366057	31.718550	1321579.567263	1500.537713	880.737322	15091.016602	2146.284906	1038.859602	8.879567	11.855463	12.085176	11.625751	34.621152	0.988054	297.726040	2699.193333	298.226040	1397.306667	16.370016	31.549686	1111146.156587	1429.241697	777.437545	13590.964844	1804.534728	1041.064299	8.399824	11.705533	12.345439	11.065627	17.500313	0.982291	1035.398012	3470.383368	1035.898012	626.116632	16.363777	31.465950	1585732.027094	1586.784106	999.336974	20787.566406	2575.276434	1038.644859	8.017154	11.273976	11.830778	10.717174	9.316052	0.989187	557.290685	3850.386457	557.790685	246.113543	16.367833	31.424876	1193685.855452	1457.839570	818.804675	15899.447266	1938.581677	1037.840351	8.065210	11.310199	12.046328	10.574069	8.935458	0.981451	1202.380024	3560.896120	1202.880024	535.603880	16.362365	31.456096	835477.940372	1327.034126	629.582860	11576.027344	1356.841266	1031.879606	7.863833	11.220931	11.801421	10.640441	7.195019	0.988651
3	elp1m006-fa07-20210304-0274-e91_out.fits	3.000000	0.000000	59278.864465	2459278.864465	2459278.863597	2459278.865674	2459278.866473	1.454253	1.452634	43.426935	NaN	150.068000	16.355154	31.619781	7.624620	14.000000	25.000000	38.000000	0.107227	0.236037	0.207595	0.128252	0.148149	0.090768	0.301881	0.282532	0.321337	0.203540	0.292101	0.219016	0.154238	0.000193	0.000300	0.000247	0.000223	0.000215	0.000184	0.000349	0.000334	0.000363	0.000245	0.000291	0.000253	0.000219	554.821629	786.915186	840.497392	575.133023	687.972100	493.889501	864.893716	846.235060	884.091462	830.479544	1002.869577	865.696112	704.703542	6376828.509292	3163.884961	2419.836744	2440.194533	2420.336744	1656.305467	16.352013	31.577129	683769.076425	615.752160	1184.798259	577.118570	10306.596680	1110.461515	773.646767	2176.000000	7.344656	10.998581	11.187965	10.809196	2.136684	0.998808	3067.601768	2561.716551	3068.101768	1534.783449	16.346526	31.563645	1217737.292320	1394.770095	873.073847	18772.589844	1977.641933	776.974163	7.020037	10.794096	10.914076	10.674115	342.902419	0.999278	1712.260780	2451.183845	1712.760780	1645.316155	16.358013	31.576223	1323799.155977	1431.533478	924.742017	18152.171875	2149.889585	782.776406	7.601451	11.211796	11.576364	10.847228	12.740733	0.994821	1639.513949	2346.983776	1640.013949	1749.516224	16.358627	31.587539	724873.135942	1203.187504	602.460659	9952.291992	1177.215742	774.110275	7.672470	11.317044	11.690148	10.943940	13.400346	0.994555	2322.984300	3222.046738	2323.484300	874.453262	16.352861	31.492457	944718.253177	1290.718746	731.931922	14196.613281	1534.250815	775.163976	7.242415	10.887443	11.263512	10.511374	356.202796	0.995154	2438.324664	3680.883290	2438.824664	415.616710	16.351900	31.442691	578812.549086	1136.216804	509.420867	9128.272461	940.008962	764.131722	7.216025	10.818976	11.167459	10.470493	355.416755	0.995751	2557.682742	985.219797	2558.182742	3111.280203	16.350792	31.734713	1478662.524467	1487.363789	994.149875	19963.722656	2401.392346	777.952317	7.658344	11.122185	11.065479	11.178890	53.167035	0.998686	3471.407536	914.246535	3471.907536	3182.253465	16.343028	31.741925	1404767.771207	1458.199862	963.357499	20645.919922	2281.385048	778.383070	7.365706	10.905010	10.762061	11.047960	68.460584	0.998712	760.926019	1140.166574	761.426019	2956.333426	16.366055	31.718558	1550787.785356	1509.478844	1027.366360	17549.570312	2518.525936	784.689132	8.662096	11.823515	12.121262	11.525768	31.716421	0.987335	297.286253	2699.240844	297.786253	1397.259156	16.370014	31.549727	1297939.926957	1424.039110	911.449635	15578.378906	2107.893421	784.478543	8.411833	11.660811	12.379049	10.942572	18.200671	0.976752	1034.977731	3470.549199	1035.477731	625.950801	16.363777	31.465988	1862675.665876	1611.098475	1156.152585	24541.068359	3025.041220	781.720161	7.601680	11.225327	11.886408	10.564246	6.966211	0.985375	556.838896	3850.679392	557.338896	245.820608	16.367833	31.424917	1396629.095795	1456.905543	958.627073	18403.037109	2268.167595	779.205430	7.724761	11.287760	12.084418	10.491101	8.059283	0.978625	1201.924934	3561.048967	1202.424934	535.451033	16.362366	31.456134	983549.621974	1307.601841	752.178217	13749.138672	1597.314124	774.955922	7.598591	11.171570	11.783295	10.559846	4.933993	0.987717
4	elp1m006-fa07-20210304-0275-e91_out.fits	4.000000	0.000000	59278.866553	2459278.866553	2459278.865684	2459278.867761	2459278.868561	1.437879	1.436311	44.049623	NaN	150.067000	16.355155	31.619817	7.065910	14.000000	25.000000	38.000000	0.107088	0.235345	0.207932	0.128654	0.148715	0.090377	0.301623	0.282246	0.322147	0.204179	0.291812	0.219964	0.154506	0.000187	0.000290	0.000240	0.000216	0.000209	0.000177	0.000339	0.000324	0.000354	0.000238	0.000283	0.000247	0.000212	572.540456	810.381745	865.787369	596.722855	712.055196	509.362672	890.520232	869.928981	910.260990	856.302292	1030.200405	892.273181	728.879752	6577807.322373	3167.996514	2420.116550	2440.550913	2420.616550	1655.949087	16.352012	31.577123	704403.326950	615.752160	1182.613238	595.632879	12063.485352	1143.972157	731.891647	2198.000000	6.748157	10.531359	10.783716	10.279001	351.943728	0.997514	3067.909277	2562.112627	3068.409277	1534.387373	16.346525	31.563634	1253135.956837	1393.894584	899.017739	21254.902344	2035.130428	733.483720	6.689947	10.346212	10.460592	10.231832	334.989699	0.998816	1712.537026	2451.568759	1713.037026	1644.931241	16.358012	31.576216	1367734.171426	1435.866720	952.549531	21113.001953	2221.241370	737.415429	6.971005	10.712700	11.035392	10.390007	5.191011	0.996256	1639.727391	2347.306199	1640.227391	1749.193801	16.358627	31.587539	749796.957437	1198.546330	625.588631	11744.314453	1217.692776	729.721019	7.125593	10.800839	11.138711	10.462966	5.318848	0.995956	2323.332945	3222.387812	2323.832945	874.112188	16.352860	31.492453	978220.858310	1290.488692	758.023580	16367.024414	1588.660051	729.836139	6.811684	10.553290	10.947361	10.159219	353.891873	0.994177	2438.658263	3681.280348	2439.158263	415.219652	16.351899	31.442680	594480.736149	1131.443105	525.418144	10397.578125	965.454569	721.266654	6.742355	10.412243	10.790881	10.033605	350.308317	0.994071	2557.992069	985.597934	2558.492069	3110.902066	16.350790	31.734707	1524265.019728	1489.478498	1023.354833	23663.873047	2475.452168	734.370593	6.994610	10.668395	10.672476	10.664313	44.235052	0.999179	3471.675102	914.693028	3472.175102	3181.806972	16.343027	31.741908	1447897.626309	1463.299502	989.474557	23746.537109	2351.429228	738.332915	6.798590	10.406006	10.346138	10.465874	82.138572	0.999857	761.036408	1140.498893	761.536408	2956.001107	16.366055	31.718560	1602711.762062	1515.570806	1057.497120	21398.994141	2602.852034	740.917392	7.763665	11.218767	11.537433	10.900101	28.853868	0.988711	297.371378	2699.527344	297.871378	1396.972656	16.370015	31.549734	1343048.787185	1428.834645	939.960962	18581.906250	2181.151564	739.555747	7.611201	11.035098	11.663507	10.406688	15.786358	0.982245	1035.155413	3470.831968	1035.655413	625.668032	16.363778	31.465993	1919480.863676	1617.693588	1186.554041	28811.035156	3117.294568	737.484783	7.133259	10.748318	11.386955	10.109681	2.720630	0.985850	556.989377	3850.853020	557.489377	245.646980	16.367833	31.424935	1446882.701176	1464.203593	988.170435	21714.541016	2349.780959	734.743454	7.220447	10.741338	11.428554	10.054121	4.622389	0.983330	1202.055630	3561.295634	1202.555630	535.204366	16.362366	31.456143	1016312.985275	1305.612380	778.418619	16105.089844	1650.522810	728.829810	7.246311	10.721559	11.351830	10.091288	2.460274	0.986170
5	elp1m006-fa07-20210304-0276-e91_out.fits	5.000000	0.000000	59278.868634	2459278.868634	2459278.867766	2459278.869843	2459278.870642	1.422022	1.420538	44.671347	NaN	150.068000	16.355153	31.619800	6.617462	14.000000	25.000000	38.000000	0.106921	0.236117	0.207176	0.128369	0.148117	0.090599	0.301530	0.281447	0.322601	0.204783	0.293122	0.219471	0.154361	0.000188	0.000293	0.000242	0.000217	0.000210	0.000179	0.000341	0.000326	0.000356	0.000240	0.000285	0.000248	0.000213	568.370351	805.199099	857.793573	590.411556	705.479845	506.117608	884.950387	863.408402	905.310226	853.403269	1027.140370	885.817586	723.719574	6570147.323816	3186.018588	2419.902115	2440.378380	2420.402115	1656.121620	16.352012	31.577127	702485.143308	615.752160	1188.092124	591.271610	13517.622070	1140.856969	759.834580	2237.000000	6.413875	10.149868	10.267651	10.032085	348.559180	0.999366	3067.632884	2561.807307	3068.132884	1534.692693	16.346525	31.563654	1254997.943872	1404.775526	893.379704	24627.900391	2038.154350	761.623816	6.139613	10.005151	10.046606	9.963696	325.930049	0.999505	1712.275564	2451.332822	1712.775564	1645.167178	16.358012	31.576224	1361176.495942	1443.037170	943.271958	23469.527344	2210.591508	766.832439	6.857063	10.409286	10.706676	10.111896	7.882036	0.996481	1639.533848	2347.213051	1640.033848	1749.286949	16.358626	31.587531	747455.653580	1208.103116	618.701867	13149.519531	1213.890429	760.297672	6.737349	10.401837	10.682368	10.121305	8.774849	0.996804	2322.967005	3222.076093	2323.467005	874.423907	16.352860	31.492468	973149.849563	1296.184616	750.780281	18527.767578	1580.424581	759.584146	6.315687	10.098400	10.350459	9.846341	351.897153	0.997301	2438.331178	3680.939428	2438.831178	415.560572	16.351899	31.442697	595248.221281	1140.135007	522.085734	11917.206055	966.700988	748.497953	6.237789	10.054124	10.291177	9.817071	348.951301	0.997413	2557.817161	985.569766	2558.317161	3110.930234	16.350790	31.734701	1522129.580379	1496.373485	1017.212344	26350.548828	2471.984150	764.139691	6.527878	10.308829	10.246627	10.371031	55.682307	0.998903	3471.547200	914.576394	3472.047200	3181.923606	16.343026	31.741916	1443014.077769	1469.797422	981.777526	27935.332031	2343.498198	767.035771	6.241660	10.026853	9.864632	10.189074	84.207567	0.998910	760.856710	1140.370149	761.356710	2956.129851	16.366055	31.718557	1602550.068216	1522.619112	1052.495700	23598.156250	2602.589438	768.691934	7.444242	10.898953	11.196319	10.601588	30.501623	0.987348	297.164959	2699.410037	297.664959	1397.089963	16.370015	31.549721	1345451.446174	1435.234864	937.443397	21305.275391	2185.053555	767.202828	7.268396	10.731749	11.353642	10.109855	16.256343	0.981237	1034.834448	3470.598974	1035.334448	625.901026	16.363778	31.465993	1925856.338826	1625.839079	1184.530722	33369.828125	3127.648531	764.489046	6.609591	10.363936	10.937503	9.790368	5.653701	0.987337	556.747219	3850.648883	557.247219	245.851117	16.367833	31.424928	1441957.261329	1469.994481	980.926990	24220.867188	2341.781897	761.723206	6.679165	10.407649	11.070720	9.744577	6.548993	0.983023	1201.734608	3561.062845	1202.234608	535.437155	16.362367	31.456143	1014177.562940	1312.207868	772.878739	18223.365234	1647.054820	756.881355	6.554703	10.319840	10.867320	9.772360	3.749599	0.988611
6	elp1m006-fa07-20210304-0277-e91_out.fits	6.000000	0.000000	59278.870720	2459278.870720	2459278.869851	2459278.871928	2459278.872728	1.406671	1.405229	45.294771	NaN	150.067000	16.355152	31.619833	6.590949	14.000000	25.000000	38.000000	0.107323	0.234398	0.208071	0.129224	0.148889	0.091523	0.299938	0.280928	0.325603	0.206766	0.293029	0.220522	0.155498	0.000409	0.000579	0.000473	0.000467	0.000434	0.000399	0.000658	0.000636	0.000690	0.000472	0.000536	0.000483	0.000437	262.354511	404.485160	439.669861	276.601212	342.811022	229.189620	455.527799	441.790055	471.774153	438.109744	546.744084	456.499798	355.453574	3510772.538297	3356.750211	2420.019104	2440.744582	2420.519104	1655.755418	16.352009	31.577116	376787.596583	615.752160	1390.258920	271.019730	8643.675781	611.914372	1821.877046	2194.000000	6.283131	10.303417	10.440673	10.166160	341.193038	0.998869	3067.801909	2562.282824	3068.301909	1534.217176	16.346520	31.563638	666656.373086	1489.726366	447.502567	14730.680664	1082.669971	1824.742395	6.215594	10.049488	10.084978	10.013997	322.494960	0.999254	1712.310070	2451.690454	1712.810070	1644.809546	16.358011	31.576203	730491.089953	1507.516142	484.566015	14199.343750	1186.339468	1822.312454	6.585572	10.352657	10.593406	10.111908	5.746053	0.997750	1639.539512	2347.473564	1640.039512	1749.026436	16.358626	31.587523	401759.865166	1397.924890	287.397319	8415.533203	652.470087	1813.472838	6.722483	10.444518	10.722166	10.166869	12.149036	0.996602	2323.130836	3222.577182	2323.630836	873.922818	16.352856	31.492424	522713.992300	1440.553828	362.856272	11507.123047	848.903221	1817.591527	6.328596	10.128369	10.371703	9.885035	350.319425	0.997409	2438.497097	3681.417078	2438.997097	415.082922	16.351894	31.442647	321316.885722	1367.894196	234.898932	7949.516113	521.828272	1810.784624	6.276269	10.003856	10.295352	9.712360	351.984987	0.996330	2557.866385	985.828390	2558.366385	3110.671610	16.350789	31.734735	810048.578977	1536.535327	527.191640	15311.913086	1315.543219	1820.174869	6.675766	10.303998	10.253202	10.354793	55.301963	0.999215	3471.579215	914.908524	3472.079215	3181.591476	16.343023	31.741957	769969.044885	1527.185266	504.175271	15983.507812	1250.452852	1831.448466	6.263909	10.164589	9.934485	10.394693	89.122411	0.997950	760.813973	1140.651116	761.313973	2955.848884	16.366058	31.718560	862338.676183	1549.534668	556.514607	13802.227539	1400.463907	1811.161690	7.470371	10.896322	11.115772	10.676873	33.281282	0.989753	297.179457	2699.663398	297.679457	1396.836602	16.370016	31.549687	725909.586390	1504.538539	482.479888	12686.832031	1178.898968	1813.330443	6.959759	10.775815	11.345176	10.206454	14.426571	0.985524	1034.818054	3470.911102	1035.318054	625.588898	16.363778	31.465946	1028759.079901	1604.037295	641.356085	19211.468750	1670.735641	1816.165136	6.604193	10.341001	10.882795	9.799206	3.993147	0.988865	556.720277	3850.994299	557.220277	245.505701	16.367833	31.424863	774202.108978	1525.878546	507.381214	14251.872070	1257.327475	1814.963219	6.663937	10.409194	11.025551	9.792836	5.871003	0.985472	1201.785758	3561.408937	1202.285758	535.091063	16.362365	31.456093	545916.910641	1444.413392	377.950602	11223.874023	886.585458	1809.055456	6.632753	10.238350	10.702348	9.774353	0.219652	0.991818
7	elp1m006-fa07-20210304-0278-e91_out.fits	7.000000	0.000000	59278.872794	2459278.872794	2459278.871925	2459278.874002	2459278.874802	1.391852	1.390473	45.915444	NaN	150.068000	16.355151	31.619819	6.172215	14.000000	25.000000	38.000000	0.108503	0.238209	0.208723	0.128666	0.150805	0.091729	0.301077	0.281311	0.320420	0.204926	0.292785	0.220792	0.156618	0.000502	0.000707	0.000573	0.000572	0.000529	0.000493	0.000797	0.000767	0.000825	0.000572	0.000643	0.000583	0.000534	216.303165	336.890067	364.197354	224.911343	285.316043	186.172275	377.962193	366.796959	388.199471	358.397614	455.536370	378.869223	293.073959	3019118.438588	3493.430459	2419.802887	2440.679235	2420.302887	1655.820765	16.352010	31.577108	327582.778153	615.752160	1466.259363	223.413938	8936.291992	532.004270	2178.351563	2202.000000	5.917299	9.716799	9.833505	9.600094	2.845155	0.999417	3067.638179	2562.230957	3068.138179	1534.269043	16.346520	31.563629	580823.205769	1554.697070	373.592526	15136.972656	943.274329	2172.386100	5.782422	9.430667	9.448619	9.412716	322.671130	0.999793	1712.206572	2451.636159	1712.706572	1644.863841	16.358011	31.576195	630160.077032	1569.128108	401.598871	14447.748047	1023.398890	2187.754521	6.220357	9.776994	10.067489	9.486498	8.903011	0.996111	1639.388874	2347.366038	1639.888874	1749.133962	16.358626	31.587520	344173.669333	1475.021627	233.334660	8910.237305	558.948375	2185.322980	6.376303	9.797196	9.962075	9.632317	22.283940	0.997769	2322.959784	3222.455081	2323.459784	874.044919	16.352857	31.492420	455299.080706	1506.299325	302.263350	11747.125000	739.419380	2171.448662	5.816176	9.641016	9.947227	9.334805	0.639230	0.995971	2438.252877	3681.247979	2438.752877	415.252021	16.351895	31.442646	276939.333075	1452.617915	190.648436	8268.200195	449.757794	2165.087661	5.878127	9.461168	9.747284	9.175052	348.053138	0.995632	2557.697774	985.630466	2558.197774	3110.869534	16.350789	31.734748	698641.432046	1593.986485	438.298216	15782.758789	1134.614667	2185.574420	6.126430	9.736109	9.726051	9.746167	46.520795	0.998484	3471.465561	914.769332	3471.965561	3181.730668	16.343023	31.741964	662845.898612	1580.362650	419.426452	16144.834961	1076.481646	2182.945209	5.893912	9.502571	9.382027	9.623115	83.136606	0.999318	760.745924	1140.515117	761.245924	2955.984883	16.366058	31.718565	732634.232828	1604.040389	456.743008	14379.378906	1189.819996	2200.365585	6.820555	10.288226	10.516164	10.060287	33.463594	0.987229	297.081698	2699.626710	297.581698	1396.873290	16.370016	31.549675	618695.879431	1570.843520	393.862197	12795.234375	1004.780689	2201.599053	6.587783	10.175925	10.718476	9.633374	17.806155	0.982893	1034.731162	3470.904056	1035.231162	625.595944	16.363778	31.465928	883951.163399	1649.008311	536.050157	18990.269531	1435.563236	2185.758291	6.171723	9.794113	10.300503	9.287723	7.308138	0.988641	556.668646	3850.969186	557.168646	245.530814	16.367833	31.424845	666595.690454	1581.352779	421.535093	14542.378906	1082.571420	2192.876226	6.333690	9.878381	10.491957	9.264806	5.627104	0.984080	1201.703299	3561.410951	1202.203299	535.089049	16.362365	31.456074	472849.448917	1517.809466	311.534128	11314.229492	767.921705	2179.274755	6.314015	9.780824	10.257615	9.304034	2.811177	0.990448
