 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	JD_MOBS	HJD_MOBS	BJD_MOBS	ALT_OBJ	AIRMASS	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_T3	rel_flux_T4	rel_flux_T5	rel_flux_T6	rel_flux_T7	rel_flux_T8	rel_flux_T9	rel_flux_T10	rel_flux_T11	rel_flux_T12	rel_flux_T13	rel_flux_T14	rel_flux_T15	rel_flux_T16	rel_flux_T17	rel_flux_T18	rel_flux_T19	rel_flux_T20	rel_flux_C21	rel_flux_C22	rel_flux_T23	rel_flux_T24	rel_flux_T25	rel_flux_C26	rel_flux_C27	rel_flux_C28	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_T7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_err_T10	rel_flux_err_T11	rel_flux_err_T12	rel_flux_err_T13	rel_flux_err_T14	rel_flux_err_T15	rel_flux_err_T16	rel_flux_err_T17	rel_flux_err_T18	rel_flux_err_T19	rel_flux_err_T20	rel_flux_err_C21	rel_flux_err_C22	rel_flux_err_T23	rel_flux_err_T24	rel_flux_err_T25	rel_flux_err_C26	rel_flux_err_C27	rel_flux_err_C28	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_T7	rel_flux_SNR_T8	rel_flux_SNR_T9	rel_flux_SNR_T10	rel_flux_SNR_T11	rel_flux_SNR_T12	rel_flux_SNR_T13	rel_flux_SNR_T14	rel_flux_SNR_T15	rel_flux_SNR_T16	rel_flux_SNR_T17	rel_flux_SNR_T18	rel_flux_SNR_T19	rel_flux_SNR_T20	rel_flux_SNR_C21	rel_flux_SNR_C22	rel_flux_SNR_T23	rel_flux_SNR_T24	rel_flux_SNR_T25	rel_flux_SNR_C26	rel_flux_SNR_C27	rel_flux_SNR_C28	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	Variance_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	Variance_T2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	Variance_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	Variance_T4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	Variance_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	Variance_T6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	Variance_T7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	Variance_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	Variance_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	Variance_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Peak_T11	Mean_T11	Sky/Pixel_T11	FWHM_T11	Width_T11	X-Width_T11	Y-Width_T11	Angle_T11	Roundness_T11	Variance_T11	X(IJ)_T12	Y(IJ)_T12	X(FITS)_T12	Y(FITS)_T12	RA_T12	DEC_T12	Source-Sky_T12	Source_Error_T12	Source_SNR_T12	Peak_T12	Mean_T12	Sky/Pixel_T12	FWHM_T12	Width_T12	X-Width_T12	Y-Width_T12	Angle_T12	Roundness_T12	Variance_T12	X(IJ)_T13	Y(IJ)_T13	X(FITS)_T13	Y(FITS)_T13	RA_T13	DEC_T13	Source-Sky_T13	Source_Error_T13	Source_SNR_T13	Peak_T13	Mean_T13	Sky/Pixel_T13	FWHM_T13	Width_T13	X-Width_T13	Y-Width_T13	Angle_T13	Roundness_T13	Variance_T13	X(IJ)_T14	Y(IJ)_T14	X(FITS)_T14	Y(FITS)_T14	RA_T14	DEC_T14	Source-Sky_T14	Source_Error_T14	Source_SNR_T14	Peak_T14	Mean_T14	Sky/Pixel_T14	FWHM_T14	Width_T14	X-Width_T14	Y-Width_T14	Angle_T14	Roundness_T14	Variance_T14	X(IJ)_T15	Y(IJ)_T15	X(FITS)_T15	Y(FITS)_T15	RA_T15	DEC_T15	Source-Sky_T15	Source_Error_T15	Source_SNR_T15	Peak_T15	Mean_T15	Sky/Pixel_T15	FWHM_T15	Width_T15	X-Width_T15	Y-Width_T15	Angle_T15	Roundness_T15	Variance_T15	X(IJ)_T16	Y(IJ)_T16	X(FITS)_T16	Y(FITS)_T16	RA_T16	DEC_T16	Source-Sky_T16	Source_Error_T16	Source_SNR_T16	Peak_T16	Mean_T16	Sky/Pixel_T16	FWHM_T16	Width_T16	X-Width_T16	Y-Width_T16	Angle_T16	Roundness_T16	Variance_T16	X(IJ)_T17	Y(IJ)_T17	X(FITS)_T17	Y(FITS)_T17	RA_T17	DEC_T17	Source-Sky_T17	Source_Error_T17	Source_SNR_T17	Peak_T17	Mean_T17	Sky/Pixel_T17	FWHM_T17	Width_T17	X-Width_T17	Y-Width_T17	Angle_T17	Roundness_T17	Variance_T17	X(IJ)_T18	Y(IJ)_T18	X(FITS)_T18	Y(FITS)_T18	RA_T18	DEC_T18	Source-Sky_T18	Source_Error_T18	Source_SNR_T18	Peak_T18	Mean_T18	Sky/Pixel_T18	FWHM_T18	Width_T18	X-Width_T18	Y-Width_T18	Angle_T18	Roundness_T18	Variance_T18	X(IJ)_T19	Y(IJ)_T19	X(FITS)_T19	Y(FITS)_T19	RA_T19	DEC_T19	Source-Sky_T19	Source_Error_T19	Source_SNR_T19	Peak_T19	Mean_T19	Sky/Pixel_T19	FWHM_T19	Width_T19	X-Width_T19	Y-Width_T19	Angle_T19	Roundness_T19	Variance_T19	X(IJ)_T20	Y(IJ)_T20	X(FITS)_T20	Y(FITS)_T20	RA_T20	DEC_T20	Source-Sky_T20	Source_Error_T20	Source_SNR_T20	Peak_T20	Mean_T20	Sky/Pixel_T20	FWHM_T20	Width_T20	X-Width_T20	Y-Width_T20	Angle_T20	Roundness_T20	Variance_T20	X(IJ)_C21	Y(IJ)_C21	X(FITS)_C21	Y(FITS)_C21	RA_C21	DEC_C21	Source-Sky_C21	Source_Error_C21	Source_SNR_C21	Peak_C21	Mean_C21	Sky/Pixel_C21	FWHM_C21	Width_C21	X-Width_C21	Y-Width_C21	Angle_C21	Roundness_C21	Variance_C21	X(IJ)_C22	Y(IJ)_C22	X(FITS)_C22	Y(FITS)_C22	RA_C22	DEC_C22	Source-Sky_C22	Source_Error_C22	Source_SNR_C22	Peak_C22	Mean_C22	Sky/Pixel_C22	FWHM_C22	Width_C22	X-Width_C22	Y-Width_C22	Angle_C22	Roundness_C22	Variance_C22	X(IJ)_T23	Y(IJ)_T23	X(FITS)_T23	Y(FITS)_T23	RA_T23	DEC_T23	Source-Sky_T23	Source_Error_T23	Source_SNR_T23	Peak_T23	Mean_T23	Sky/Pixel_T23	FWHM_T23	Width_T23	X-Width_T23	Y-Width_T23	Angle_T23	Roundness_T23	Variance_T23	X(IJ)_T24	Y(IJ)_T24	X(FITS)_T24	Y(FITS)_T24	RA_T24	DEC_T24	Source-Sky_T24	Source_Error_T24	Source_SNR_T24	Peak_T24	Mean_T24	Sky/Pixel_T24	FWHM_T24	Width_T24	X-Width_T24	Y-Width_T24	Angle_T24	Roundness_T24	Variance_T24	X(IJ)_T25	Y(IJ)_T25	X(FITS)_T25	Y(FITS)_T25	RA_T25	DEC_T25	Source-Sky_T25	Source_Error_T25	Source_SNR_T25	Peak_T25	Mean_T25	Sky/Pixel_T25	FWHM_T25	Width_T25	X-Width_T25	Y-Width_T25	Angle_T25	Roundness_T25	Variance_T25	X(IJ)_C26	Y(IJ)_C26	X(FITS)_C26	Y(FITS)_C26	RA_C26	DEC_C26	Source-Sky_C26	Source_Error_C26	Source_SNR_C26	Peak_C26	Mean_C26	Sky/Pixel_C26	FWHM_C26	Width_C26	X-Width_C26	Y-Width_C26	Angle_C26	Roundness_C26	Variance_C26	X(IJ)_C27	Y(IJ)_C27	X(FITS)_C27	Y(FITS)_C27	RA_C27	DEC_C27	Source-Sky_C27	Source_Error_C27	Source_SNR_C27	Peak_C27	Mean_C27	Sky/Pixel_C27	FWHM_C27	Width_C27	X-Width_C27	Y-Width_C27	Angle_C27	Roundness_C27	Variance_C27	X(IJ)_C28	Y(IJ)_C28	X(FITS)_C28	Y(FITS)_C28	RA_C28	DEC_C28	Source-Sky_C28	Source_Error_C28	Source_SNR_C28	Peak_C28	Mean_C28	Sky/Pixel_C28	FWHM_C28	Width_C28	X-Width_C28	Y-Width_C28	Angle_C28	Roundness_C28	Variance_C28	ALTITUDE	HJD_UTC_MOBS	BJD_TDB_MOBS
1	coj1m003-fa19-20210328-0118-e91.fits	1.000000	0.000000	59302.202688	2459302.202688	NaN	NaN	NaN	NaN	NaN	2.338379	6.861451	13.000000	23.000000	35.000000	0.103156	0.003649	0.004563	0.000429	0.003419	0.001008	0.004878	0.002357	0.012718	0.003808	0.000836	0.000297	0.001072	0.001940	0.002001	0.000757	0.005556	0.000632	0.000489	0.000315	0.123400	0.102129	0.035314	0.032057	0.039055	0.168378	0.880488	0.227227	0.000286	0.000244	0.000245	0.000243	0.000244	0.000243	0.000244	0.000243	0.000247	0.000245	0.000243	0.000242	0.000244	0.000243	0.000243	0.000243	0.000244	0.000243	0.000242	0.000244	0.000324	0.000309	0.000256	0.000255	0.000257	0.000358	0.001176	0.000406	361.312172	14.967446	18.654718	1.768729	14.000347	4.152338	20.008524	9.683989	51.477671	15.523875	3.435928	1.227651	4.401635	7.997443	8.233299	3.110264	22.730690	2.604044	2.018951	1.288677	380.276058	330.291351	137.716445	125.851697	151.740045	470.901366	748.685626	559.052728	5891497.041316	4014.239527	1675.771960	1568.745506	1676.271960	2527.754494	16.352001	31.577217	607744.642930	530.929158	1630.280309	372.785367	14700.964844	1144.681231	3007.692868	1921.000000	6.262617	9.728353	9.520061	9.936645	291.220883	0.996636	3253048.446564	1761.508732	1530.860936	1762.008732	2565.639064	16.352725	31.573072	21495.330282	1436.064101	14.968225	3329.931396	40.486249	3001.435109	7.364653	13.641836	15.445857	11.837814	2.203328	0.932031	31.438240	1543.921805	1620.660885	1544.421805	2475.839115	16.350886	31.582903	26882.756225	1440.953677	18.656225	3580.250000	50.633415	3006.094901	6.535173	9.518324	9.608495	9.428154	28.453888	0.998796	23.984843	1821.569810	1623.307880	1822.069810	2473.192120	16.353238	31.583046	2527.118385	1428.775409	1.768730	3183.303711	4.759803	2995.134519	8.553609	5.727862	5.211635	6.244088	316.175314	-18.004202	52.043041	1766.449011	1701.818143	1766.949011	2394.681857	16.352774	31.591572	20141.312528	1438.564107	14.000984	3437.127686	37.935970	2995.081159	7.749073	10.094014	10.873208	9.314820	331.817591	0.923229	23.464578	1809.171963	1436.700679	1809.671963	2659.799321	16.353125	31.562857	5936.016156	1429.554138	4.152355	3138.286377	11.180430	2988.468198	9.820753	6.943623	12.151225	1.736020	350.312199	-0.219282	78.189734	1484.160177	1715.678883	1484.660177	2380.821117	16.350384	31.593216	28739.290474	1436.218845	20.010384	3597.857910	54.130179	3003.724973	6.678354	9.745704	9.805843	9.685564	318.519405	0.989857	23.345033	1415.454997	1583.985944	1415.954997	2512.514056	16.349797	31.578997	13887.423267	1434.029003	9.684200	3299.758789	26.156829	3000.189252	7.220154	10.711116	10.500410	10.921822	52.421635	0.976431	35.334140	1905.332665	1447.471312	1905.832665	2649.028688	16.353940	31.563971	74925.637198	1454.602212	51.509366	4532.755371	141.121722	2992.884288	7.313492	9.460433	9.092136	9.828731	301.906905	0.968963	20.935812	1941.272932	1495.271823	1941.772932	2601.228177	16.354246	31.569124	22433.337423	1445.005316	15.524744	3408.929199	42.252977	2992.349913	6.018721	11.454411	12.642862	10.265960	333.113098	0.879319	28.140886	1395.905706	1517.792530	1396.405706	2578.707470	16.349629	31.571842	4927.300214	1434.048229	3.435938	3224.467773	9.280523	3001.994766	7.107443	9.583600	12.522852	6.644348	21.032287	-4.772228	41.821976	1490.083436	1336.146022	1490.583436	2760.353978	16.350419	31.552138	1752.493802	1427.517980	1.227651	3176.933350	3.300805	3003.060879	NaN	7.854997	11.360401	4.349593	79.295775	0.360862	56.779027	1415.133792	1413.333785	1415.633792	2683.166215	16.349788	31.560528	6316.594248	1435.049880	4.401655	3243.760742	11.897245	3005.614555	4.864246	12.577119	16.464160	8.690077	9.341413	0.645254	33.415646	1626.323093	1875.249876	1626.823093	2221.250124	16.351594	31.610414	11427.821417	1428.913145	7.997562	3324.842041	21.524193	3000.388344	7.008849	10.367975	10.831544	9.904406	347.549507	0.990319	26.788994	1360.070390	1611.075234	1360.570390	2485.424766	16.349329	31.581955	11789.865931	1431.950875	8.233429	3350.287354	22.206100	3002.849702	6.835943	10.059330	10.518982	9.599678	323.376092	0.899889	24.515505	1983.475215	1670.896585	1983.975215	2425.603415	16.354611	31.588108	4459.113393	1433.673574	3.110271	3158.408691	8.398697	3003.274818	8.354738	11.278754	9.181053	13.376454	293.378994	0.724575	70.316368	1435.197705	1328.372778	1435.697705	2768.127222	16.349954	31.551323	32733.021557	1439.863695	22.733417	3655.449707	61.652334	3000.630962	7.293537	11.096818	10.594929	11.598708	285.136351	0.989074	21.824840	1623.502767	1910.219968	1624.002767	2186.280032	16.351572	31.614201	3724.107215	1430.122401	2.604048	3215.384521	7.014320	3000.782874	7.883178	11.480490	15.341575	7.619405	342.846974	0.464843	37.507689	1621.709528	1935.978006	1622.209528	2160.521994	16.351557	31.616989	2882.814526	1427.875717	2.018953	3147.894287	5.429754	2999.488832	4.797912	10.184008	6.035722	14.332295	84.624797	0.494173	68.868320	1463.284075	1255.165063	1463.784075	2841.334937	16.350189	31.543386	1855.681502	1439.989052	1.288678	3200.696777	3.495158	3010.881316	8.334456	10.635906	12.605805	8.666006	323.059918	-0.663858	49.755552	2457.060030	1668.532990	2457.560030	2427.967010	16.358622	31.587576	647149.911752	1640.639928	394.449690	15829.853516	1218.900679	2998.885111	6.092268	9.648778	9.391550	9.906007	283.145808	0.996468	3724918.912504	823.060256	1188.393611	823.560256	2908.106389	16.344767	31.536447	545934.524123	1609.654740	339.162499	13682.524414	1028.262463	3017.356475	6.274097	9.690951	9.548055	9.833847	298.382457	0.997106	2621225.912694	1519.364956	1039.018338	1519.864956	3057.481662	16.350656	31.519966	208051.201225	1504.055935	138.326771	7166.810547	391.862451	2999.907820	6.072926	9.725532	9.616462	9.834602	286.532383	0.999284	390601.616840	1168.026544	1138.590203	1168.526544	2957.909797	16.347685	31.530909	188865.546423	1495.171636	126.316967	6677.240234	355.726453	3004.126223	6.058298	9.583738	9.395061	9.772415	285.342719	0.997905	321666.788516	2180.983416	2220.220405	2181.483416	1876.279595	16.356309	31.647447	230095.191784	1508.251113	152.557614	7396.223145	433.382096	3003.383295	6.221724	10.239642	10.157749	10.321535	305.054610	0.997790	427414.938196	1780.067904	786.890767	1780.567904	3309.609233	16.352852	31.492546	849036.992129	1695.728414	500.691612	19894.978516	1599.153067	2995.280953	6.072243	9.615548	9.512113	9.718984	282.421558	0.999438	6639644.483068	1089.985755	1661.525217	1090.485755	2434.974783	16.347043	31.587539	2758535.949247	2195.146080	1256.652564	54428.289062	5195.676119	3022.811063	6.304795	9.754137	9.538834	9.969440	291.462315	0.996369	64928907.786569	1027.940260	1441.517173	1028.440260	2654.982827	16.346510	31.563756	1090839.664065	1771.234050	615.864213	24115.630859	2054.586091	3019.728067	6.165915	9.722351	9.569282	9.875420	298.702595	0.996585	10350628.309526	25.173113	2459302.205123	2459302.205900
2	coj1m003-fa19-20210328-0119-e91.fits	2.000000	0.000000	59302.204794	2459302.204794	NaN	NaN	NaN	NaN	NaN	2.323378	13.639814	13.000000	23.000000	35.000000	0.102762	0.003534	0.004679	0.000702	0.003743	0.000575	0.004914	0.002565	0.012534	0.002983	0.000933	0.000640	0.000868	0.001766	0.001858	0.001053	0.004866	0.000756	0.000717	0.000385	0.123412	0.102574	0.034214	0.032390	0.038711	0.168198	0.879076	0.227462	0.000285	0.000244	0.000245	0.000244	0.000243	0.000244	0.000244	0.000243	0.000248	0.000243	0.000244	0.000243	0.000244	0.000243	0.000245	0.000243	0.000245	0.000244	0.000243	0.000244	0.000325	0.000309	0.000255	0.000255	0.000257	0.000360	0.001176	0.000408	360.594259	14.508617	19.135069	2.876737	15.397529	2.360497	20.146786	10.543412	50.624956	12.266832	3.830956	2.638019	3.564847	7.252249	7.589467	4.329399	19.879365	3.105095	2.949795	1.579594	380.217987	331.875292	134.269618	127.102619	150.557177	467.800277	747.446258	557.344347	5872998.767549	4009.449506	1675.456452	1567.965482	1675.956452	2528.534518	16.352002	31.577192	603521.503741	530.929158	1622.178892	372.043741	14112.289062	1136.726989	2989.059960	1833.000000	6.179285	10.023812	9.811774	10.235849	282.376756	0.997832	2882453.955690	1761.017683	1530.306370	1761.517683	2566.193630	16.352725	31.573073	20758.007385	1430.666293	14.509329	3245.013916	39.097509	2987.285093	8.094263	13.046548	13.933525	12.159570	8.626038	0.979915	49.263698	1543.416457	1620.125727	1543.916457	2476.374273	16.350886	31.582903	27478.615790	1435.911771	19.136702	3563.188232	51.755710	2986.410230	6.986115	10.942022	10.548428	11.335615	283.125350	0.993582	21.119155	1821.088926	1622.758228	1821.588926	2473.741772	16.353238	31.583046	4120.055755	1432.194845	2.876742	3171.217041	7.760086	2978.825557	NaN	12.716223	13.544892	11.887554	41.082216	0.093770	45.514754	1765.967463	1701.278291	1766.467463	2395.221709	16.352774	31.591572	21983.951277	1427.679526	15.398380	3397.165771	41.406562	2980.906069	6.225635	10.672928	12.105997	9.239859	339.718551	0.879432	29.959148	1808.680096	1436.135336	1809.180096	2660.364664	16.353125	31.562857	3377.880198	1431.001876	2.360500	3135.548340	6.362205	2974.935002	2.931404	10.919821	3.955831	17.883812	85.314636	-0.249491	64.742257	1483.654634	1715.155219	1484.154634	2381.344781	16.350384	31.593216	28857.808494	1432.242315	20.148691	3646.553467	54.353407	2985.699980	7.870311	9.225081	9.188969	9.261194	312.626434	0.991051	19.275952	1414.936450	1583.454387	1415.436450	2513.045613	16.349797	31.578997	15065.400553	1428.855321	10.543685	3322.153564	28.375538	2982.239390	7.593026	10.341808	10.710070	9.973546	32.516517	0.971604	27.359678	1904.849793	1446.901813	1905.349793	2649.598187	16.353940	31.563971	73609.810527	1453.153542	50.655219	4394.959473	138.643375	2978.232048	6.750062	9.664169	9.217892	10.110446	289.213006	0.986161	22.324312	1940.795743	1494.704605	1941.295743	2601.795395	16.354246	31.569124	17518.681017	1428.083973	12.267263	3468.858154	32.996268	2976.755835	5.916883	11.229835	11.965019	10.494651	2.745639	0.982845	16.855680	1395.381936	1517.256211	1395.881936	2579.243789	16.349629	31.571842	5479.448338	1430.303470	3.830969	3164.642334	10.320489	2983.324129	4.591282	7.283051	5.682922	8.883180	78.187221	0.790670	57.973232	1489.558281	1335.588795	1490.058281	2760.911205	16.350419	31.552138	3759.887868	1425.267053	2.638023	3187.560791	7.081713	2985.864134	109.408178	13.891726	12.144732	15.638720	54.978943	0.473796	47.985701	1414.606165	1412.787295	1415.106165	2683.712705	16.349788	31.560528	5099.355478	1430.451425	3.564857	3177.991211	9.604587	2990.969057	NaN	13.292998	9.073785	17.512210	290.400634	0.419590	56.119678	1625.838468	1874.732651	1626.338468	2221.767349	16.351594	31.610414	10370.520359	1429.955453	7.252338	3215.457031	19.532776	2980.453876	7.747036	8.865626	6.903160	10.828092	68.245973	0.661400	47.391573	1359.548427	1610.548988	1360.048427	2485.951012	16.349329	31.581955	10912.804540	1437.868915	7.589568	3251.120605	20.554163	2988.469666	4.813710	10.880566	11.391932	10.369200	326.203608	0.939462	43.387770	1983.011039	1670.342514	1983.511039	2426.157486	16.354611	31.588108	6186.853788	1429.026826	4.329418	3184.133545	11.652880	2980.191135	6.091251	9.106597	7.660121	10.553074	299.953266	0.618110	45.717191	1434.667330	1327.817780	1435.167330	2768.682220	16.349954	31.551323	28578.097142	1437.443541	19.881196	3566.751953	53.826573	2988.788130	7.443604	9.695769	9.482007	9.909530	296.637124	0.994568	24.095334	1623.019750	1909.705956	1623.519750	2186.794044	16.351572	31.614201	4441.692797	1430.449847	3.105102	3200.462891	8.365886	2982.910316	NaN	14.388466	16.459928	12.317004	29.674109	0.693850	36.530016	1621.227720	1935.466345	1621.727720	2161.033655	16.351557	31.616989	4211.240555	1427.635494	2.949801	3178.072754	7.931831	2984.369176	4.571952	8.792386	5.624334	11.960438	288.213504	0.371608	47.200150	1462.752277	1254.602163	1463.252277	2841.897837	16.350189	31.543386	2260.273054	1430.918979	1.579595	3170.760742	4.257203	2992.417343	79.933355	12.533603	16.722656	8.344551	343.463420	0.485130	56.632567	2456.631859	1667.943095	2457.131859	2428.556905	16.358622	31.587574	645174.882192	1635.610740	394.455029	14784.639648	1215.180730	2979.723114	6.385962	10.046354	9.918955	10.173753	286.413638	0.999089	3260947.428615	822.630748	1187.681051	823.130748	2908.818949	16.344768	31.536428	546370.912905	1602.570817	340.934021	12795.875977	1029.084397	3000.276378	6.424739	10.113650	9.990826	10.236473	291.638365	0.998887	2300858.643669	1518.991053	1038.448046	1519.491053	3058.051954	16.350657	31.519968	200936.566627	1490.215065	134.837294	6751.845703	378.462104	2984.116522	6.224677	9.784997	9.622683	9.947312	290.879075	0.998023	342107.198897	1167.600158	1137.874478	1168.100158	2958.625522	16.347687	31.530892	190224.024361	1490.972724	127.583839	6487.167480	358.285133	2989.655544	6.300034	10.202702	10.078750	10.326655	275.985078	0.999383	278714.454498	2180.720688	2219.626198	2181.220688	1876.873802	16.356310	31.647439	227347.607848	1502.043985	151.358822	6801.101562	428.207048	2979.972650	6.558310	10.470160	10.346794	10.593527	291.563164	0.998958	369282.380856	1779.654000	786.137907	1780.154000	3310.362093	16.352853	31.492532	845597.068511	1701.330918	497.020926	18955.296875	1592.674004	2979.282878	6.284728	9.980333	9.898372	10.062295	287.105518	0.999606	5798685.978386	1089.597814	1660.797291	1090.097814	2435.702709	16.347044	31.587515	2747527.299354	2189.456480	1254.890117	50898.941406	5174.941432	3006.590802	6.503155	10.162462	10.032504	10.292420	295.714035	0.998318	56893383.547843	1027.524167	1440.794745	1028.024167	2655.705255	16.346511	31.563734	1088328.604587	1773.128043	613.790193	22295.650391	2049.856534	3002.129771	6.304945	10.120558	9.998494	10.242622	291.318061	0.998925	9063554.894844	25.349343	2459302.207229	2459302.208006
