 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_T2	rel_flux_C3	rel_flux_C4	rel_flux_T5	rel_flux_T6	rel_flux_T7	rel_flux_T8	rel_flux_T9	rel_flux_T10	rel_flux_T11	rel_flux_C12	rel_flux_C13	rel_flux_T14	rel_flux_T15	rel_flux_T16	rel_flux_T17	rel_flux_T18	rel_flux_err_T1	rel_flux_err_T2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_T5	rel_flux_err_T6	rel_flux_err_T7	rel_flux_err_T8	rel_flux_err_T9	rel_flux_err_T10	rel_flux_err_T11	rel_flux_err_C12	rel_flux_err_C13	rel_flux_err_T14	rel_flux_err_T15	rel_flux_err_T16	rel_flux_err_T17	rel_flux_err_T18	rel_flux_SNR_T1	rel_flux_SNR_T2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_T5	rel_flux_SNR_T6	rel_flux_SNR_T7	rel_flux_SNR_T8	rel_flux_SNR_T9	rel_flux_SNR_T10	rel_flux_SNR_T11	rel_flux_SNR_C12	rel_flux_SNR_C13	rel_flux_SNR_T14	rel_flux_SNR_T15	rel_flux_SNR_T16	rel_flux_SNR_T17	rel_flux_SNR_T18	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_T2	Y(IJ)_T2	X(FITS)_T2	Y(FITS)_T2	RA_T2	DEC_T2	Source-Sky_T2	Source_Error_T2	Source_SNR_T2	Peak_T2	Mean_T2	Sky/Pixel_T2	FWHM_T2	Width_T2	X-Width_T2	Y-Width_T2	Angle_T2	Roundness_T2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_T5	Y(IJ)_T5	X(FITS)_T5	Y(FITS)_T5	RA_T5	DEC_T5	Source-Sky_T5	Source_Error_T5	Source_SNR_T5	Peak_T5	Mean_T5	Sky/Pixel_T5	FWHM_T5	Width_T5	X-Width_T5	Y-Width_T5	Angle_T5	Roundness_T5	X(IJ)_T6	Y(IJ)_T6	X(FITS)_T6	Y(FITS)_T6	RA_T6	DEC_T6	Source-Sky_T6	Source_Error_T6	Source_SNR_T6	Peak_T6	Mean_T6	Sky/Pixel_T6	FWHM_T6	Width_T6	X-Width_T6	Y-Width_T6	Angle_T6	Roundness_T6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8	X(IJ)_T9	Y(IJ)_T9	X(FITS)_T9	Y(FITS)_T9	RA_T9	DEC_T9	Source-Sky_T9	Source_Error_T9	Source_SNR_T9	Peak_T9	Mean_T9	Sky/Pixel_T9	FWHM_T9	Width_T9	X-Width_T9	Y-Width_T9	Angle_T9	Roundness_T9	X(IJ)_T10	Y(IJ)_T10	X(FITS)_T10	Y(FITS)_T10	RA_T10	DEC_T10	Source-Sky_T10	Source_Error_T10	Source_SNR_T10	Peak_T10	Mean_T10	Sky/Pixel_T10	FWHM_T10	Width_T10	X-Width_T10	Y-Width_T10	Angle_T10	Roundness_T10	X(IJ)_T11	Y(IJ)_T11	X(FITS)_T11	Y(FITS)_T11	RA_T11	DEC_T11	Source-Sky_T11	Source_Error_T11	Source_SNR_T11	Peak_T11	Mean_T11	Sky/Pixel_T11	FWHM_T11	Width_T11	X-Width_T11	Y-Width_T11	Angle_T11	Roundness_T11	X(IJ)_C12	Y(IJ)_C12	X(FITS)_C12	Y(FITS)_C12	RA_C12	DEC_C12	Source-Sky_C12	Source_Error_C12	Source_SNR_C12	Peak_C12	Mean_C12	Sky/Pixel_C12	FWHM_C12	Width_C12	X-Width_C12	Y-Width_C12	Angle_C12	Roundness_C12	X(IJ)_C13	Y(IJ)_C13	X(FITS)_C13	Y(FITS)_C13	RA_C13	DEC_C13	Source-Sky_C13	Source_Error_C13	Source_SNR_C13	Peak_C13	Mean_C13	Sky/Pixel_C13	FWHM_C13	Width_C13	X-Width_C13	Y-Width_C13	Angle_C13	Roundness_C13	X(IJ)_T14	Y(IJ)_T14	X(FITS)_T14	Y(FITS)_T14	RA_T14	DEC_T14	Source-Sky_T14	Source_Error_T14	Source_SNR_T14	Peak_T14	Mean_T14	Sky/Pixel_T14	FWHM_T14	Width_T14	X-Width_T14	Y-Width_T14	Angle_T14	Roundness_T14	X(IJ)_T15	Y(IJ)_T15	X(FITS)_T15	Y(FITS)_T15	RA_T15	DEC_T15	Source-Sky_T15	Source_Error_T15	Source_SNR_T15	Peak_T15	Mean_T15	Sky/Pixel_T15	FWHM_T15	Width_T15	X-Width_T15	Y-Width_T15	Angle_T15	Roundness_T15	X(IJ)_T16	Y(IJ)_T16	X(FITS)_T16	Y(FITS)_T16	RA_T16	DEC_T16	Source-Sky_T16	Source_Error_T16	Source_SNR_T16	Peak_T16	Mean_T16	Sky/Pixel_T16	FWHM_T16	Width_T16	X-Width_T16	Y-Width_T16	Angle_T16	Roundness_T16	X(IJ)_T17	Y(IJ)_T17	X(FITS)_T17	Y(FITS)_T17	RA_T17	DEC_T17	Source-Sky_T17	Source_Error_T17	Source_SNR_T17	Peak_T17	Mean_T17	Sky/Pixel_T17	FWHM_T17	Width_T17	X-Width_T17	Y-Width_T17	Angle_T17	Roundness_T17	X(IJ)_T18	Y(IJ)_T18	X(FITS)_T18	Y(FITS)_T18	RA_T18	DEC_T18	Source-Sky_T18	Source_Error_T18	Source_SNR_T18	Peak_T18	Mean_T18	Sky/Pixel_T18	FWHM_T18	Width_T18	X-Width_T18	Y-Width_T18	Angle_T18	Roundness_T18	rel_flux_T1_dfn	rel_flux_err_T1_dfn
1	TRAPPS.2021-04-02T06:32:02.410_out.fits	1.000000	56776.000000	59306.772945	2459306.772945	2459306.772250	2459306.775591	2459306.776392	2.440370	24.038076	-31.000000	120.000000	NaN	NaN	4.987180	8.000000	16.000000	24.000000	0.257529	0.567431	0.222316	0.530640	0.105785	0.453682	0.239006	0.244656	0.309490	0.139780	0.165096	0.184302	0.461604	0.103448	0.839892	1.134652	0.688846	0.769566	0.000737	0.001084	0.000814	0.001392	0.000585	0.000947	0.000712	0.000721	0.000787	0.000617	0.000644	0.000758	0.001248	0.000592	0.001416	0.001783	0.001230	0.001327	349.582778	523.680720	273.130933	381.268525	180.822606	478.895135	335.818779	339.312449	393.408191	226.467354	256.532795	243.181324	369.925335	174.663376	593.117060	636.273732	560.242548	579.928186	1407920.386585	1833.448843	1046.793920	1036.704620	1047.293920	1043.795380	16.352010	31.577115	362580.927925	201.061930	923.474192	392.627029	14633.000000	1803.329592	2125.073027	877.000000	4.976941	6.544496	6.548793	6.540198	44.199247	0.997792	1729.931536	840.247837	1730.431536	1240.252163	16.361691	31.616204	798897.113651	1115.769221	716.005692	28249.000000	3973.388271	2114.759217	5.057514	6.587383	6.613690	6.561077	20.550344	0.999888	1511.494835	992.010635	1511.994835	1088.489365	16.358627	31.587491	256073.449086	865.979171	295.703936	10804.000000	1273.604851	2104.893271	4.776714	6.518928	6.493933	6.543924	50.653718	0.998470	1466.914269	1052.885962	1467.414269	1027.614038	16.358013	31.576172	488095.520255	981.684867	497.201838	18643.000000	2427.587961	2108.296209	4.964290	6.540099	6.481493	6.598704	59.653427	0.998660	1851.852888	1450.268784	1852.352888	630.231216	16.363650	31.505435	148937.243824	800.503983	186.054344	6839.000000	740.753080	2058.752860	5.060928	6.653591	6.704929	6.602254	2.762027	0.999760	1856.104335	1666.931214	1856.604335	413.568786	16.363788	31.465914	638748.688228	1042.648694	612.621195	23243.000000	3176.875348	2049.969303	5.076446	6.574802	6.606827	6.542778	35.032264	0.999184	1755.751825	1718.332295	1756.251825	362.167705	16.362376	31.456073	336501.188439	901.135219	373.419195	13258.000000	1673.619609	2042.485030	5.010726	6.567784	6.596007	6.539562	33.937480	0.999479	1094.226748	1501.992390	1094.726748	578.507610	16.352863	31.492433	344456.051388	910.679873	378.240545	13753.000000	1713.183852	2092.087574	5.028004	6.555181	6.451195	6.659166	57.293498	0.994189	1073.204065	1900.693419	1073.704065	179.806581	16.352714	31.419571	435737.907141	951.204360	458.090738	17072.000000	2167.182557	2081.333333	4.950604	6.510430	6.448168	6.572693	56.953562	0.997773	852.132317	1684.643317	852.632317	395.856683	16.349481	31.457920	196799.411060	830.346979	237.008643	8659.000000	978.799971	2094.032222	5.030288	6.497481	6.393348	6.601615	58.616375	0.995096	339.162820	1922.693547	339.662820	157.806453	16.342263	31.411908	232442.183174	854.035927	272.169092	10062.000000	1156.072576	2110.071759	5.057450	6.507888	6.491204	6.524572	62.874848	0.999923	534.430600	1246.218916	534.930600	834.281084	16.344779	31.536345	219101.488844	849.771194	257.835863	9621.000000	1089.721406	2128.588578	4.959316	6.490979	6.434860	6.547098	55.344913	0.997605	660.541796	1099.982924	661.041796	980.517076	16.346521	31.563665	444649.928400	962.184221	462.125567	17421.000000	2211.507314	2132.123147	4.829628	6.476201	6.436013	6.516389	51.091679	0.996542	616.256053	643.806397	616.756053	1436.693603	16.345710	31.646690	145645.947837	812.010041	179.364713	7284.000000	724.383517	2158.565760	4.856049	6.467776	6.487478	6.448075	40.817091	0.998247	701.285225	970.736496	701.785225	1109.763504	16.347052	31.587454	1182501.651295	1266.323972	933.806575	43751.000000	5881.280719	2153.617716	4.949577	6.497853	6.472030	6.523677	49.390138	0.997289	1425.560241	1172.577495	1426.060241	907.922505	16.357467	31.554133	1597500.255694	1405.672436	1136.466942	56776.000000	7945.314446	2127.614118	5.148229	6.541291	6.514590	6.567991	49.482367	0.997255	1365.209034	1459.838101	1365.709034	620.661899	16.356712	31.501424	969840.681022	1183.916352	819.180071	35085.000000	4823.591825	2103.553293	5.079879	6.551893	6.506156	6.597631	52.429879	0.997036	1382.585050	1419.941266	1383.085050	660.558734	16.356945	31.508787	1083488.262832	1224.658806	884.726634	38803.000000	5388.828525	2101.986317	4.956658	6.535851	6.492699	6.579003	54.153165	0.998233	1.007619	0.002882
2	TRAPPS.2021-04-02T06:34:16.539_out.fits	2.000000	58577.000000	59306.774497	2459306.774497	2459306.773803	2459306.777143	2459306.777944	2.421290	24.242428	-31.000000	120.000000	NaN	NaN	4.926358	8.000000	16.000000	24.000000	0.256249	0.566113	0.221560	0.532921	0.106104	0.454435	0.239044	0.243651	0.308500	0.140530	0.165985	0.185222	0.459212	0.102772	0.840021	1.135254	0.687208	0.766027	0.000737	0.001081	0.000813	0.001394	0.000584	0.000948	0.000711	0.000721	0.000784	0.000621	0.000645	0.000756	0.001246	0.000592	0.001414	0.001781	0.001226	0.001322	347.874483	523.601661	272.507149	382.169483	181.823420	479.455841	336.222430	338.069345	393.355352	226.274558	257.474637	244.993483	368.529826	173.510693	593.937904	637.274800	560.623561	579.595935	1415281.935400	1842.279552	1047.771025	1037.787784	1048.271025	1042.712216	16.352011	31.577105	362665.022019	201.061930	929.504827	390.170133	14986.000000	1803.747842	2152.000000	865.000000	4.931225	6.556803	6.448272	6.665334	60.995905	0.996098	1731.038373	841.306606	1731.538373	1239.193394	16.361690	31.616145	801209.166184	1119.712824	715.548799	29150.000000	3984.887477	2138.962660	4.984577	6.496625	6.387585	6.605664	77.793228	0.998642	1512.597235	993.030497	1513.097235	1087.469503	16.358627	31.587468	256696.029239	870.587837	294.853682	10958.000000	1276.701310	2123.741317	4.795341	6.472687	6.292004	6.653369	72.063795	0.995261	1468.004526	1053.894446	1468.504526	1026.605554	16.358013	31.576160	492023.466276	984.246254	499.898744	18906.000000	2447.123962	2132.061503	4.954621	6.504979	6.372355	6.637604	67.523275	0.996683	1852.968807	1451.425661	1853.468807	629.074339	16.363647	31.505432	150166.760490	802.427735	187.140541	7253.000000	746.868194	2079.755556	4.822049	6.407523	6.349198	6.465848	77.116369	0.999591	1857.175812	1668.015544	1857.675812	412.484456	16.363783	31.465951	643153.732278	1048.103715	613.635581	24162.000000	3198.784239	2072.198307	4.968465	6.483146	6.425363	6.540929	79.815090	0.999639	1756.849522	1719.455329	1757.349522	361.044671	16.362372	31.456114	338314.218019	904.733314	373.938058	14050.000000	1682.636879	2062.292067	4.785002	6.444496	6.403521	6.485470	61.778108	0.999471	1095.236774	1503.074908	1095.736774	577.425092	16.352863	31.492481	344834.745497	915.935125	376.483810	14152.000000	1715.067322	2126.036058	4.940582	6.440000	6.298245	6.581754	59.140423	0.991375	1074.221262	1901.888661	1074.721262	178.611339	16.352713	31.419650	436614.196693	953.429892	457.940537	17414.000000	2171.540863	2109.143791	4.965751	6.403653	6.259371	6.547935	64.233523	0.994758	853.065810	1685.696313	853.565810	394.803687	16.349480	31.458006	198889.642395	839.982029	236.778449	8996.000000	989.195929	2121.912048	4.969177	6.516899	6.419178	6.614621	55.687173	0.993232	340.195865	1923.789824	340.695865	156.710176	16.342266	31.412038	234914.988528	859.611374	273.280456	10448.000000	1168.371301	2146.041332	4.996785	6.415726	6.355871	6.475582	57.272265	0.997983	535.408280	1247.317533	535.908280	833.182467	16.344782	31.536380	221175.140584	850.523376	260.045928	10084.000000	1100.034904	2154.529989	4.949119	6.402076	6.281242	6.522909	62.900784	0.995839	661.432464	1101.082767	661.932464	979.417233	16.346523	31.563675	445387.299301	971.565779	458.422177	17681.000000	2215.174696	2160.388325	4.796064	6.385673	6.259232	6.512114	61.243981	0.994568	617.274082	644.925808	617.774082	1435.574192	16.345715	31.646641	145451.110849	816.621888	178.113167	7550.000000	723.414477	2188.778032	4.851090	6.325633	6.255302	6.395963	58.227200	0.997509	702.230889	971.831797	702.730889	1108.668203	16.347055	31.587447	1188866.472930	1269.548364	936.448352	43665.000000	5912.936745	2180.387640	5.009442	6.444138	6.354619	6.533658	57.971914	0.995969	1426.641270	1173.665403	1427.141270	906.834597	16.357467	31.554125	1606704.791271	1407.949795	1141.166252	58577.000000	7991.094051	2152.575626	4.997202	6.473166	6.317376	6.628957	67.186398	0.995268	1366.238603	1460.904355	1366.738603	619.595645	16.356711	31.501458	972593.557305	1186.105683	819.988953	35752.000000	4837.283508	2130.506944	5.023228	6.445141	6.315876	6.574407	63.052196	0.995370	1383.610780	1421.044316	1384.110780	659.455684	16.356944	31.508809	1084144.527496	1227.700670	883.069102	39675.000000	5392.092518	2126.539884	4.934726	6.441389	6.290243	6.592534	67.211585	0.995510	1.002611	0.002882
3	TRAPPS.2021-04-02T06:36:27.100_out.fits	3.000000	0.000000	59306.776008	2459306.776008	2459306.775314	2459306.778655	2459306.779455	2.403351	24.437819	-31.000000	120.000000	NaN	NaN	5.032771	8.000000	16.000000	24.000000	0.256476	0.566758	0.221501	0.530637	0.104546	0.452067	0.239626	0.245037	0.310837	0.138981	0.167371	0.186007	0.460180	0.104055	0.841896	1.134693	0.686220	0.765039	0.000741	0.001087	0.000817	0.001396	0.000587	0.000948	0.000714	0.000723	0.000791	0.000622	0.000649	0.000762	0.001251	0.000596	0.001424	0.001788	0.001230	0.001327	345.979692	521.243017	271.078505	380.065616	178.043191	476.856555	335.613558	338.705846	392.783182	223.583770	257.863067	243.955819	367.794970	174.493442	591.398974	634.640560	558.051960	576.599939	1413306.671223	1847.876664	1046.486887	1037.317904	1046.986887	1043.182096	16.352010	31.577133	362479.013596	201.061930	934.364248	387.941870	14170.000000	1802.822712	2185.912281	812.000000	4.971202	6.618112	6.715213	6.521012	27.391745	0.997412	1729.676685	840.857701	1730.176685	1239.642299	16.361690	31.616245	801003.564278	1124.573503	712.273197	29034.000000	3983.864897	2165.076074	5.049262	6.593577	6.686132	6.501022	5.531579	0.999182	1511.161674	992.641636	1511.661674	1087.858364	16.358626	31.587526	256282.476400	873.930546	293.252682	10664.000000	1274.644467	2158.094340	5.004523	6.625590	6.700646	6.550535	25.042653	0.998754	1466.634961	1053.428149	1467.134961	1027.071851	16.358013	31.576224	489961.076353	987.392348	496.217210	18741.000000	2436.866476	2162.971198	5.106636	6.580856	6.624430	6.537282	34.999175	0.998501	1851.516059	1450.965909	1852.016059	629.534091	16.363651	31.505502	147754.949258	807.083527	183.072686	7019.000000	734.872829	2107.110727	4.903315	6.500397	6.618582	6.382213	359.135939	0.998677	1855.806024	1667.570097	1856.306024	412.929903	16.363790	31.466005	638908.967752	1047.532672	609.917938	23313.000000	3177.672513	2101.606272	5.140529	6.609819	6.743892	6.475745	359.336511	0.998355	1755.456107	1718.991319	1755.956107	361.508681	16.362378	31.456159	338664.817730	906.749610	373.493205	13125.000000	1684.380619	2093.435185	4.974568	6.569431	6.658162	6.480699	7.471087	0.999219	1093.917952	1502.614526	1094.417952	577.885474	16.352865	31.492480	346311.822531	916.728316	377.769309	13818.000000	1722.413700	2144.355658	5.056608	6.559614	6.640956	6.478273	31.164264	0.997149	1072.919680	1901.335484	1073.419680	179.164516	16.352718	31.419637	439308.102335	959.690976	457.759959	17216.000000	2184.939251	2135.843891	5.003640	6.539610	6.562035	6.517185	39.659441	0.998631	851.817881	1685.202970	852.317881	395.297030	16.349483	31.457976	196422.927096	840.143916	233.796762	8660.000000	976.927493	2153.994253	5.114957	6.519866	6.593501	6.446231	31.650663	0.997473	338.904620	1923.346897	339.404620	157.153103	16.342267	31.411937	236546.846874	863.625360	273.899839	10009.000000	1176.487499	2177.213559	5.013845	6.504456	6.594742	6.414170	16.059900	0.998926	534.105034	1246.881098	534.605034	833.618902	16.344779	31.536341	221655.304327	856.003452	258.942068	9409.000000	1102.423042	2185.982202	5.085971	6.566789	6.639753	6.493826	30.460869	0.997910	660.144530	1100.706149	660.644530	979.793851	16.346520	31.563646	445407.814143	971.188966	458.621164	17215.000000	2215.276729	2196.157526	4.995892	6.525288	6.597277	6.453300	32.407448	0.997312	615.949919	644.475943	616.449919	1436.024057	16.345708	31.646652	147062.140896	820.567286	179.220088	7075.000000	731.427083	2218.591676	4.911965	6.556141	6.618993	6.493289	33.082909	0.997749	700.973588	971.300482	701.473588	1109.199518	16.347052	31.587459	1189857.080282	1275.783594	932.648049	41361.000000	5917.863622	2213.466747	5.046085	6.573458	6.654282	6.492635	31.107889	0.997218	1425.179569	1173.179670	1425.679569	907.320330	16.357466	31.554180	1603669.164019	1410.225343	1137.172277	54658.000000	7975.996079	2178.909910	5.023024	6.576774	6.610528	6.543020	37.400100	0.998467	1364.860992	1460.413057	1365.360992	620.086943	16.356713	31.501490	969839.773378	1188.424238	816.072024	33717.000000	4823.587311	2149.620648	5.088630	6.602725	6.678618	6.526832	29.511503	0.998006	1382.186208	1420.570466	1382.686208	659.929534	16.356945	31.508841	1081235.006415	1231.989832	877.633060	37514.000000	5377.621747	2156.241379	5.099227	6.588168	6.652211	6.524125	32.038211	0.998023	1.003497	0.002900
4	TRAPPS.2021-04-02T06:38:37.789_out.fits	4.000000	0.000000	59306.777521	2459306.777521	2459306.776826	2459306.780167	2459306.780968	2.385998	24.629891	-31.000000	120.000000	NaN	NaN	5.065520	8.000000	16.000000	24.000000	0.257478	0.564631	0.221062	0.532370	0.104062	0.453606	0.238979	0.244044	0.310593	0.139861	0.165558	0.185060	0.460670	0.101702	0.840359	1.135172	0.685740	0.763055	0.000750	0.001096	0.000826	0.001417	0.000596	0.000960	0.000720	0.000732	0.000802	0.000631	0.000655	0.000772	0.001268	0.000604	0.001437	0.001808	0.001241	0.001338	343.400702	515.003049	267.656488	375.787709	174.459058	472.467688	331.729397	333.274167	387.385435	221.515735	252.601665	239.606760	363.231617	168.286489	584.813619	627.689047	552.603272	570.353134	1401901.482133	1856.058778	1046.549738	1037.623487	1047.049738	1042.876513	16.352012	31.577134	360958.162667	201.061930	936.209553	385.552744	14207.000000	1795.258620	2231.395238	860.000000	5.140185	6.755672	6.550427	6.960916	63.946047	0.990230	1729.694171	841.183292	1730.194171	1239.316708	16.361692	31.616250	791557.101591	1124.310393	704.037877	27293.000000	3936.882046	2217.617021	5.092968	6.745668	6.584839	6.906498	65.604133	0.994767	1511.209509	992.949476	1511.709509	1087.550524	16.358628	31.587528	253801.216068	876.554633	289.544093	10407.000000	1262.303691	2201.505155	5.089328	6.724498	6.481237	6.967758	65.630130	0.987995	1466.656171	1053.811331	1467.156171	1026.688669	16.358015	31.576210	487042.849001	990.764611	491.582807	18315.000000	2422.352404	2205.939150	5.026568	6.742575	6.494734	6.990417	67.443840	0.989178	1851.553467	1451.277845	1852.053467	629.222155	16.363652	31.505481	145884.824505	813.600643	179.307656	6902.000000	725.571592	2144.730539	5.110182	6.664588	6.543884	6.785292	61.375455	0.995520	1855.858203	1667.878435	1856.358203	412.621565	16.363792	31.465974	635910.379399	1050.100750	605.570827	22329.000000	3162.758758	2139.119213	5.060019	6.742471	6.576340	6.908602	67.965248	0.995302	1755.503817	1719.289674	1756.003817	361.210326	16.362380	31.456128	335025.395848	907.317603	369.248205	13078.000000	1666.279619	2127.842458	4.925150	6.727790	6.505617	6.949962	73.463897	0.993802	1093.991012	1502.910945	1094.491012	577.589055	16.352867	31.492461	342125.952161	921.223339	371.382202	13313.000000	1701.594889	2188.424528	5.036063	6.731102	6.517875	6.944328	63.652296	0.989094	1073.010611	1901.686276	1073.510611	178.813724	16.352720	31.419590	435420.100541	964.905499	451.256731	16483.000000	2165.601916	2170.119904	5.075332	6.696469	6.494095	6.898843	68.799533	0.993313	851.827401	1685.573050	852.327401	394.926950	16.349485	31.457936	196070.656574	846.210357	231.704392	8592.000000	975.175443	2188.757969	5.085629	6.700115	6.468266	6.931963	65.788817	0.989151	338.891349	1923.632543	339.391349	156.867457	16.342269	31.411901	232095.613565	865.914149	268.035363	9560.000000	1154.348880	2215.402247	5.120302	6.683597	6.528408	6.838785	70.280797	0.996388	534.122776	1247.183031	534.622776	833.316969	16.344781	31.536334	218921.906296	861.530962	254.107996	9008.000000	1088.828236	2228.453820	5.025592	6.687069	6.513211	6.860928	63.947247	0.992842	660.198556	1100.969260	660.698556	979.530740	16.346522	31.563653	442135.510769	976.092234	452.964889	16446.000000	2199.001627	2241.178998	5.143509	6.707510	6.489994	6.925026	63.984200	0.988910	615.973431	644.835440	616.473431	1435.664560	16.345710	31.646664	142576.492440	825.928314	172.625747	7133.000000	709.117298	2272.566893	4.915425	6.586090	6.415224	6.756956	59.947327	0.989177	700.993441	971.673739	701.493441	1108.826261	16.347054	31.587452	1178100.537632	1274.883370	924.084952	39925.000000	5859.391376	2263.928320	5.120642	6.692068	6.507989	6.876147	62.679470	0.990976	1425.233367	1173.517438	1425.733367	906.982562	16.357468	31.554168	1591399.297967	1410.205820	1128.487257	54437.000000	7914.970772	2224.881952	5.023712	6.722264	6.528962	6.915566	64.282220	0.991503	1364.915210	1460.764221	1365.415210	619.735779	16.356715	31.501462	961339.899841	1185.939276	810.614775	33464.000000	4781.312408	2194.067478	5.082121	6.717059	6.521967	6.912150	67.620629	0.993319	1382.226774	1420.896648	1382.726774	659.603352	16.356947	31.508820	1069727.524817	1229.579549	869.994565	37207.000000	5320.388229	2202.593023	5.106641	6.711897	6.477853	6.945941	66.992639	0.989940	1.007416	0.002934
